id,cluster
Sub-AC_Base-B_Hyd-E_LigS-D,1
Sub-W_CA-B_Hyd-F_LigA-D,1
Sub-I_Base-B_Hyd-C_LigS-D,1
Sub-Z_CA-A_Hyd-B_LigA-A,1
Sub-G_Base-B_Hyd-B_LigA-D,1
Sub-AC_Base-A_Hyd-F_LigA-E,1
Sub-J_CA-E_Hyd-A_LigS-F,1
Sub-W_CA-E_Hyd-E_LigA-D,1
Sub-I_Base-A_Hyd-E_LigS-E,1
Sub-AC_CA-A_Hyd-B_LigS-C,1
Sub-V_CA-A_Hyd-D_LigS-E,1
Sub-AC_CA-A_Hyd-A_LigS-E,1
Sub-AB_Base-A_Hyd-F_LigA-D,1
Sub-W_CA-B_Hyd-A_LigA-E,1
Sub-AA_Base-E_Hyd-A_LigS-B,1
Sub-X_CA-A_Hyd-B_LigS-E,1
Sub-V_Base-B_Hyd-B_LigA-F,1
Sub-AB_Base-A_Hyd-C_LigA-D,1
Sub-AC_Base-B_Hyd-C_LigS-C,1
Sub-AB_Base-E_Hyd-D_LigA-D,1
Sub-I_Base-A_Hyd-E_LigS-D,1
Sub-U_CA-B_Hyd-D_LigS-A,1
Sub-AA_Base-B_Hyd-C_LigA-E,1
Sub-AB_Base-B_Hyd-C_LigS-A,1
Sub-I_Base-A_Hyd-C_LigA-F,1
Sub-Z_CA-B_Hyd-C_LigA-C,1
Sub-X_Base-E_Hyd-D_LigA-F,1
Sub-X_Base-B_Hyd-B_LigS-D,1
Sub-Z_CA-B_Hyd-D_LigS-B,1
Sub-I_CA-E_Hyd-A_LigS-B,1
Sub-W_CA-A_Hyd-F_LigA-E,1
Sub-X_CA-B_Hyd-C_LigS-F,1
Sub-Z_Base-E_Hyd-D_LigS-A,1
Sub-AB_Base-A_Hyd-F_LigA-F,1
Sub-U_Base-A_Hyd-C_LigS-B,1
Sub-I_CA-B_Hyd-D_LigS-C,1
Sub-J_CA-B_Hyd-B_LigA-C,1
Sub-W_CA-A_Hyd-B_LigA-D,1
Sub-G_Base-B_Hyd-E_LigS-F,1
