nclusters,silhouettescore
5.0,0.11730748183150407
4.0,0.11665713843940627
6.0,0.08838800824790237
3.0,0.07808952811501763
8.0,0.06089665998296566
9.0,0.05798364604538057
7.0,0.057532195531048484
